_id,A1.12 Postal Code,A1.3 Ontario Library Service (OLS) Region (English),A1.4 Type of Library Service (English),Soma de B2.4.1a  Total Project Grants,Soma de B2.4.1.99  Other Project Grant,Soma de B2.9  Total Operating Revenues,Soma de B3.3  Local,Soma de B3.5  Total Capital Revenues,Soma de B5.0  Total Operating Expenditures,Soma de C0.1.E  English Print Titles Held,Soma de C0.1.F  French Print Titles Held,Soma de C0.1.O  Other Print Titles Held,Soma de C0.1.T  Total Print Titles Held,Soma de C0.2.E  English Print Volumes Held,Soma de C0.2.F  French Print Volumes Held,Soma de C0.2.O  Other Print Volumes Held,Soma de C0.2.T  Total Print Volumes Held,Soma de C0.3.1.E  English CD and DVD Titles,Soma de C0.3.1.F  French CD and DVD Titles,Soma de C0.3.1.O  Other CD and DVD Titles,Soma de C0.3.1.T  Total CD and DVD Titles,Soma de C0.3.2.E  English CD and DVD Copies,Soma de C0.3.2.F  French CD and DVD Copies,Soma de C0.3.2.O  Other CD and DVD Copies,Soma de C0.3.2.T  Total CD and DVD Copies,C0.3.5.E  English E-Book Titles,C0.3.5.F  French E-Book Titles,C0.3.5.O  Other E-Book Titles,C0.3.5.T  Total E-Book Titles,C0.3.6.E  English E-Book Copies,C0.3.6.F  French E-Book Copies,C0.3.6.O  Other E-Book Copies,C0.3.6.T  Total E-Book Copies,C0.3.7.O  Other E-Audio Book Titles,C0.3.7.E  English E-Audio Book Titles,C0.3.7.T  Total E-Audio Book Titles,C0.3.8.E  English E-Audio Book Copies,C0.3.8.O  Other E-Audio Book Copies,C0.3.8.T  Total E-Audio Book Copies,Soma de C0.4.E  English Special Collections - Original Format,Soma de C0.4.T  Total Special Collections - Original Format,Soma de C0.5.E  English Special Collections - Digital Format,Soma de C0.5.T  Total Special Collections - Digital Format,Soma de C3.1.E  English Print Periodical Titles Held,Soma de C3.1.T  Total Print Periodical Titles Held,Soma de C3.2.0.E  English Databases and Database Subscriptions,Soma de C3.2.0.F  French Databases and Database Subscriptions,Soma de C3.2.0.O  Other Databases and Database Subscriptions,Soma de C3.2.0.T  Total Databases and Database Subscriptions,"Soma de C4.2  If yes, how many",Soma de C4.3.90  Other,"C5.1  If you provide e-learning services (e.g. Gale Courses, Learning express), please state how many:",Soma de C5.1.1.90  Other,Soma de D1.0.H  How many hours per week in your library constitute a full time position (must be at least 32.5 hours)?,Soma de D1.1.1.C  Librarians,Soma de D1.1.2.C  Library Technicians,Soma de D1.1.3.1.C  Other Specialized Professional Staff,Soma de D1.1.4.C  Other Staff,Soma de D1.2.1.C  Librarians,Soma de D1.2.1.H  Librarians,Soma de D1.2.2.C  Library Technicians,Soma de D1.2.3.1.C  Other Specialized Professional Staff,Soma de D1.2.3.1.H  Other Specialized Professional Staff,Soma de D1.2.3.C  EXCEL Graduates,Soma de D1.2.3.H  EXCEL Graduates,Soma de D1.2.4.C  Other Staff,Soma de E1.1  Total No. of Public Access Workstations available in your library,Soma de E1.1.1  Provide Internet access,Soma de E2.1.T  Does your library have an automated catalogue system?,Soma de E2.3.T  Does your library provide wireless Internet connection?,Soma de E2.5  If yes state how many:,Soma de E3.2.SPC  Branches open 12 hours per week or more,Soma de E3.3.SPC  Branches open less than 12 hours per week,Soma de E3.3.SPH  Branches open less than 12 hours per week,Soma de E3.4.SPC  Bookmobile stop locations,Soma de E3.4.SPH  Bookmobile stop locations,Soma de E3.6.SPC  No. of Bookmobiles owned by your library board,Soma de F2.307.Programs  Newcomer focus,"Soma de F2.308.Programs  Careers, job help / skills ",Soma de F2.319.Programs  Book Clubs,Soma de H1.3.1.T  Yes,Soma de H1.3.2.13  Facebook,Library Full Name,Library Number,Survey Year From,A1.14  No. of Active Library Cardholders,B2.1.4  Total Provincial Operating Funding,B2.2  Local Operating Funding (e.g. Municipality or Band local operating funding),"B2.6  Self Generated Revenue (e.g. fines, fees, sales/fundraising, room rentals, cafe revenue, etc.)"
,K0L1R0,Southern Ontario Library Service,First Nations Library,0,0,15312,0,0,42052,4780,0,0,4780,4785,0,0,4785,436,0,0,436,436,0,0,436,77998,0,0,77998,126963,0,0,126963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,Curve Lake FN,L0402,2022,269,15312,0,0
,K0L1S0,Southern Ontario Library Service,Public or Union Library,0,0,164782,0,0,135552,12086,239,0,12325,12086,240,0,12326,1010,0,0,1010,1011,0,0,1011,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,18,18,11,0,0,11,1,0,0,0,32.5,0,0,0,0,1,25,0,1,16,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,Douro-Dummer Twp,L0136,2022,457,14307,150138,205
,K0L1W0,Southern Ontario Library Service,Contracting Municipality,0,0,12331,0,0,12331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Limerick Twp,L1100,2022,0,2331,10000,0
,K0L1W0,Southern Ontario Library Service,Public or Union Library,0,0,9519,0,0,10634,6500,84,0,6584,6500,84,0,6584,500,0,0,500,500,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Tudor & Cashel Twp,L0450,2022,295,3305,5000,0
,K0L1Z0,Southern Ontario Library Service,Public or Union Library,2020,2020,121199,0,0,121199,36900,11,0,36911,39138,11,0,39149,2813,0,0,2813,3135,0,0,3135,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,99,99,216,216,15,15,12,1,0,13,1,0,1,1,35,0,0,0,0,0,0,0,0,0,2,34,1,15,14,1,1,0,0,1,11,0,0,0,0,0,1,1,1,Havelock-Belmont-Methuen Twp,L0058,2022,1916,20773,96617,950
,K0L2G0,Southern Ontario Library Service,Public or Union Library,0,0,257168,0,0,247737,36855,29,12,36896,36920,33,14,36967,3374,4,17,3395,3928,7,19,3954,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,2,2,0,0,76,76,10,0,0,10,1,0,0,0,35,0,0,0,0,0,0,0,0,0,2,54,5,6,6,1,1,0,1,1,9,0,0,0,0,0,1,1,1,Otonabee-South Monaghan Twp,L0255,2022,475,19268,214898,12139
,K0L2S0,Southern Ontario Library Service,Public or Union Library,0,0,246706,0,0,223347,11336,55,0,11391,11436,55,0,11491,1638,0,0,1638,1638,0,0,1638,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,12,12,6,0,0,6,2,1,0,0,34,0,1,0,0,0,0,1,0,0,1,30,1,9,5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,Hastings Highlands Twp,L0475,2022,964,17281,152000,8880
,K0L2V0,Southern Ontario Library Service,Public or Union Library,500,500,171694,0,0,171694,15338,18,0,15356,16163,18,0,16181,1757,0,0,1757,1786,0,0,1786,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,0,0,0,0,144,144,3,0,0,3,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,1,18,3,5,5,1,1,1,0,1,11,0,0,0,0,0,10,1,1,Asphodel-Norwood,L0016,2022,812,8593,151763,6184
,K0M1S0,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",1500,1500,1283473,0,0,1276783,37178,222,0,37400,49900,277,0,50177,6070,48,94,6212,7232,49,99,7380,74437,890,138,75465,98623,912,202,99737,12,19512,19652,30589,12,30755,0,0,0,0,23,23,5,0,0,5,3,0,0,0,35,4,0,0,1,1,12,3,4,45,7,124,2,22,18,1,1,0,2,3,24,0,0,0,0,5,38,1,1,Haliburton County,L0171,2022,6719,120353,1140752,6698
,K1P5M2,Southern Ontario Library Service,Public or Union Library,0,0,52138304,1640945,1640945,51987669,296400,71794,25840,394034,1043045,293113,38816,1374974,48788,4483,6701,59972,154992,15134,10825,180951,62083,8990,1342,72415,119882,16238,2047,138167,481,15828,17649,41789,794,44396,0,0,0,0,536,681,72,10,0,82,13,7,17,14,35,73,108,45,44,8,62,106,0,0,0,0,238,665,665,1,1,2,33,0,0,21,39,3,92,27,96,1,1,Ottawa,L0481,2022,214993,1380328,50173960,356523
,K4K1C3,Southern Ontario Library Service,Public or Union Library,20155,5808,1014374,20000,20000,1002869,22724,19785,0,42509,24199,21068,0,45267,2574,380,0,2954,2848,420,0,3268,120579,13418,8462,142459,144710,15649,8462,168821,69,20094,21128,30667,69,31811,0,0,0,0,27,49,9,5,1,15,1,0,0,0,35,0,1,1,2,0,0,0,0,0,0,0,9,11,7,1,1,0,1,0,0,0,0,0,0,0,17,1,1,Clarence-Rockland,L0120,2022,11068,39644,837184,20410
,K4R1E1,Southern Ontario Library Service,Public or Union Library,8771,4650,833598,14000,14000,867549,19347,19593,0,38940,21023,20604,0,41627,1094,1400,0,2494,2088,2221,0,4309,70755,10378,138,81271,94886,12609,202,107697,12,19030,19999,29603,12,30682,0,0,0,1933,37,69,1,1,0,2,3,1,0,0,35,2,2,0,0,0,0,0,0,0,0,0,7,13,12,1,1,2,1,0,0,0,0,0,0,2,20,1,1,Russell,L0300,2022,9485,15726,756383,16273
,K6A1H1,Southern Ontario Library Service,Public or Union Library,1920,0,499108,0,0,535282,21182,43492,0,64674,23356,45477,0,68833,620,1446,2066,4132,625,1458,2083,4166,69078,9852,0,78930,92775,12383,0,105158,0,17121,18121,25392,0,26552,0,0,0,0,15,36,4,1,0,5,1,0,0,0,35,1,2,1,0,0,0,0,0,0,0,0,5,8,6,1,1,0,0,0,0,0,0,0,0,0,14,1,1,Hawkesbury,L0059,2022,1137,19523,446736,17536
,K6H1Y2,Southern Ontario Library Service,Public or Union Library,0,0,2394598,150000,150000,2394585,86414,28212,1562,116188,93847,29380,1593,124820,13989,1686,672,16347,14537,1805,711,17053,70755,10378,138,81271,94886,12609,202,107697,12,19030,19999,29603,12,30682,0,0,104,104,85,114,16,2,0,18,8,2,4,3,35,4,4,1,6,0,0,1,0,0,0,0,5,22,13,1,1,1,0,0,0,0,0,0,0,0,9,1,1,Cornwall,L0047,2022,8766,92828,2262705,37031
,K6J3P2,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",7769,7769,2751878,0,0,2598732,54062,7195,0,61257,73523,9734,0,83257,9748,356,0,10104,11438,383,0,11821,8115,9678,0,17793,8696,11889,0,20585,0,2236,3091,2382,0,3321,0,0,0,0,44,47,5,0,0,5,5,2,2,0,35,2,2,0,3,0,0,0,0,0,3,22,33,46,46,1,1,4,15,0,0,0,0,0,0,2,35,1,1,"Stormont, Dundas & Glengarry County",L0319,2022,7554,131761,2567543,13018
,K6V5T2,Southern Ontario Library Service,Public or Union Library,0,0,147040,0,2320,141841,19170,347,0,19517,19176,347,0,19523,292,1,3,296,292,1,3,296,70755,890,138,71783,94866,912,202,95980,12,19030,19170,29603,12,29769,0,0,0,0,30,30,6,0,0,6,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,40,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Augusta Twp,L0010,2022,1875,13297,128544,3625
,K6V5T7,Southern Ontario Library Service,Public or Union Library,16378,16378,950911,20000,20000,934346,32625,1079,0,33704,32837,1079,0,33916,4227,0,0,4227,4296,0,0,4296,71440,0,0,71440,96832,0,0,96832,0,18341,18341,27596,0,27596,94,94,0,0,24,24,2,0,0,2,1,0,0,0,35,1,1,1,0,0,0,2,0,0,1,11,10,9,8,1,1,0,0,0,0,0,0,0,12,12,32,1,1,Brockville,L0088,2022,4505,44624,813444,21532
,K7A2B9,Southern Ontario Library Service,Public or Union Library,6155,2480,520240,0,0,520240,29568,787,0,30355,30565,793,0,31358,848,0,0,848,867,0,0,867,71219,890,138,72247,71220,912,202,72334,12,19098,19238,29671,12,29837,0,0,610,610,9,9,9,0,0,9,1,0,1,0,35,1,1,0,1,0,0,0,0,0,0,0,7,8,5,1,1,0,0,0,0,0,0,0,0,0,17,1,1,Smiths Falls,L0209,2022,1427,20921,421513,10644
,K7A4W6,Southern Ontario Library Service,Contracting Municipality,0,0,22730,0,0,22730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Montague Twp,L0208,2022,0,6775,15955,0
,K7C2T3,Southern Ontario Library Service,Public or Union Library,0,0,594998,0,0,595475,35065,1490,0,36555,39039,1583,0,40622,2990,27,0,3017,3022,27,0,3049,70916,890,138,71944,95039,912,202,96153,12,19075,19215,29648,12,29814,0,0,0,0,10,10,6,0,0,6,2,0,1,0,37,1,0,0,1,0,0,1,0,0,0,0,7,6,4,1,1,0,0,0,0,0,0,0,0,0,27,1,1,Carleton Place,L0048,2022,5696,13770,406429,28473
,K7C3P2,Southern Ontario Library Service,Contracting Municipality,0,0,131840,0,0,131840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beckwith Twp,L0035,2022,0,9425,122415,0
,K7G2Y5,Southern Ontario Library Service,Public or Union Library,31000,500,262033,0,0,262033,9884,51,0,9935,9987,52,0,10039,816,0,0,816,822,0,0,822,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,327,327,0,0,318,318,7,0,0,7,1,0,1,0,35,1,0,0,0,0,0,0,4,35,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,Gananoque,L0160,2022,932,13700,209712,1188
,K7H1T2,Southern Ontario Library Service,Public or Union Library,4200,4200,789646,0,0,783288,39139,1182,988,41309,39425,1182,0,40607,3180,0,0,3180,3180,0,0,3180,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,63,68,0,0,46,46,5,0,0,5,2,0,0,0,36.25,1,0,0,0,0,0,1,0,0,0,0,6,14,10,1,1,1,0,0,0,0,0,0,0,0,20,1,1,Perth and District Union,L0264,2022,5467,42817,597028,37175
,K7L1X8,Southern Ontario Library Service,Public or Union Library,15026,15026,8281489,355608,355608,7901997,167114,9628,3669,180411,266939,12779,3870,283588,24380,743,1714,26837,39305,928,2104,42337,9805,205,41,10051,11543,206,41,11790,1,2533,2549,3335,1,3351,5913,5926,2949,2949,190,197,8,0,0,8,4,0,2,0,35,12,10,3,23,0,0,0,0,0,0,0,92,132,107,1,1,5,11,4,32,0,0,0,12,2,7,1,1,Kingston-Frontenac County,L0213,2022,32713,297138,7855307,80445
,K7R4B9,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",0,0,1676754,573,573,1628976,55759,663,0,56422,62936,677,0,63613,5505,7,17,5529,6631,7,17,6655,73409,890,138,74437,97646,912,202,98760,12,19618,19758,30203,12,30369,0,0,0,0,13,13,4,0,0,4,2,0,1,1,35,2,2,0,1,0,0,0,0,0,2,68,17,41,39,1,1,0,4,1,4,0,0,0,0,0,24,1,1,Lennox and Addington County,L0243,2022,7365,93351,1562196,19896
,K7S1R6,Southern Ontario Library Service,Public or Union Library,4200,4200,699905,0,0,704726,51659,1213,0,52872,53259,1213,0,54472,2906,0,0,2906,2906,0,0,2906,70755,10378,138,81271,94886,12609,202,107697,12,19030,19999,29603,12,30682,92,92,0,0,48,48,5,0,0,5,4,3,1,0,35,0,0,1,0,0,0,3,0,0,1,15,7,11,4,1,1,0,0,0,0,0,0,0,20,0,24,1,1,Arnprior,L0014,2022,5246,14263,293582,30883
,K7S3G8,Southern Ontario Library Service,Contracting Municipality,0,0,150351,0,0,150351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,McNab-Braeside Twp,L1028,2022,0,11484,138867,0
,K7V3A9,Southern Ontario Library Service,Contracting Municipality,0,0,13373,0,0,13373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Horton Twp,L1027,2022,0,5050,8323,0
,K7V3A9,Southern Ontario Library Service,Public or Union Library,8025,8025,563476,0,0,563476,22801,344,0,23145,22932,344,0,23276,2557,0,0,2557,2561,0,0,2561,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,204,204,0,0,19,19,11,8,0,19,3,0,1,0,32.5,1,2,0,0,0,0,2,1,16.5,0,0,3,18,18,1,1,0,0,0,0,0,0,0,2,1,2,1,1,Renfrew,L0292,2022,3887,16720,504917,15173
,K8A4K5,Southern Ontario Library Service,Contracting Municipality,0,0,149820,0,0,149820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Laurentian Valley Twp,L0383,2022,0,14568,135252,0
,K8A4K5,Southern Ontario Library Service,Public or Union Library,2994,0,729361,14000,14000,604888,43884,1733,0,45617,44514,1740,0,46254,7570,80,0,7650,7608,80,0,7688,78819,0,0,78819,98358,0,0,98358,0,17489,17489,23552,0,23552,1830,1839,309,309,93,93,14,0,0,14,2,0,1,0,35,1,0,3,0,0,0,0,2,52,0,0,9,12,12,1,1,0,0,0,0,0,0,0,23,0,10,1,1,Pembroke,L0071,2022,2618,47439,518845,26687
,K8H3H5,Southern Ontario Library Service,Public or Union Library,2100,2100,725637,0,3377,687873,39661,3721,12,43394,39928,3721,12,43661,6509,0,0,6509,6510,0,0,6510,70819,890,0,71709,95148,912,0,96060,0,19051,19179,29624,0,29778,373,373,345,345,17,18,6,0,0,6,2,0,1,0,35,1,1,0,1,0,0,0,0,0,0,0,8,10,7,1,1,0,0,0,0,0,0,0,4,2,20,1,1,Petawawa,L0267,2022,3028,45008,663002,11972
,K8N3B1,Southern Ontario Library Service,Public or Union Library,0,0,2722104,0,0,2657784,60188,1412,484,62084,75236,1765,605,77606,6562,0,0,6562,8203,0,0,8203,71355,890,138,72383,95486,912,202,96600,12,19030,19170,29603,12,29769,220,220,16031,16031,42,42,5,0,0,5,5,1,1,0,35,6,10,2,2,0,0,14,0,0,0,0,6,23,20,1,1,2,0,0,0,0,0,0,0,0,27,1,1,Belleville,L0081,2022,20278,84357,2451500,28597
,K8V5R6,Southern Ontario Library Service,Public or Union Library,8516,0,1840772,0,0,1827503,73607,3514,0,77121,76134,5377,0,81511,9556,30,0,9586,10000,30,0,10030,70808,890,138,71836,94886,912,202,96000,12,19030,19170,29603,12,29769,4,4,1,1,58,60,5,0,0,5,4,0,1,0,35,3,1,0,1,0,0,1,0,0,2,39,12,15,10,1,1,1,1,0,0,0,0,0,0,0,10,1,1,Quinte West,L0285,2022,7697,85021,1594800,17768
,K9A4W5,Southern Ontario Library Service,Contracting Municipality,0,0,336843,0,0,336843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hamilton Twp,L0173,2022,0,19180,317663,0
,K9A5P4,Southern Ontario Library Service,Public or Union Library,3043,2525,1347075,0,0,1345119,50128,982,97,51207,52896,990,103,53989,12225,109,0,12334,13518,112,0,13630,71755,550,132,72437,94886,550,132,95568,9,18537,18616,23526,39,23638,4628,4628,4456,4456,47,47,17,3,4,24,1,0,0,0,35,2,2,1,0,0,0,7,1,28,1,15,10,19,19,1,1,0,1,1,8,0,0,0,0,0,40,1,1,Cobourg,L0116,2022,9441,31000,935214,25352
,K9H3V7,Southern Ontario Library Service,Public or Union Library,11517,0,3893004,0,0,4412971,101413,1894,0,103307,121654,1972,0,123626,16397,263,0,16660,21320,286,0,21606,2749,9488,0,12237,3102,11697,0,14799,0,2411,3240,2536,0,3449,1122,1122,43,43,156,159,8,0,0,8,9,6,3,2,35,6,4,1,10,0,0,2,0,0,0,0,22,35,26,1,1,0,0,0,0,0,0,0,4,8,54,1,1,Peterborough,L0268,2022,22503,132806,3345355,40235
,K9V2Y6,Southern Ontario Library Service,Public or Union Library,0,0,2247408,0,0,2118496,78062,1100,0,79162,95297,1100,0,96397,16147,0,0,16147,19000,0,0,19000,4234,0,0,4234,4234,0,0,4234,0,978,978,978,0,978,4367,4367,94500,94500,92,92,38,11,8,57,5,1,3,1,35,1,7,0,1,0,0,0,0,0,0,0,41,83,59,1,1,0,13,0,0,0,0,0,0,0,78,1,1,"Kawartha Lakes, City of",L0476,2022,14000,178733,2036810,26865
,L0A1G0,Southern Ontario Library Service,Public or Union Library,2140,500,350914,0,0,337784,23118,596,5,23719,25678,697,5,26380,3577,3,5,3585,4479,3,7,4489,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,375,422,0,0,245,245,3,2,2,7,3,0,0,0,35,0,0,0,0,1,32,1,1,18,2,62.5,2,12,12,1,1,0,1,0,0,0,0,0,0,0,3,1,1,"Cavan Monaghan Public Library Board, Township of",L0045,2022,1281,20754,299140,3668
,L0E1R0,Southern Ontario Library Service,First Nations Library,0,0,51600,0,0,51600,2223,0,0,2223,2334,0,0,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,1,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Chippewas of Georgina Island FN,L0396,2022,190,13903,34097,0
,L0K1A0,Southern Ontario Library Service,Public or Union Library,17200,4200,715841,0,0,700154,31046,742,57,31845,32514,761,57,33332,3701,0,0,3701,3753,0,0,3753,71536,890,138,72564,95650,912,202,96764,12,19111,19251,29684,12,29850,0,0,0,0,31,31,5,1,0,6,3,1,1,1,35,1,0,0,0,1,17,0,0,0,7,144,5,34,34,1,1,1,3,0,0,0,0,0,0,0,9,1,1,Brock Twp,L0038,2022,2477,21717,655291,6017
,L0K1E0,Southern Ontario Library Service,Public or Union Library,0,0,254340,0,0,172939,17120,76,0,17196,17150,76,0,17226,4948,0,0,4948,5073,0,0,5073,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,37,37,0,0,793,793,4,0,0,4,2,0,2,0,35,1,0,0,0,0,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,Severn Township Library,L0258,2022,1239,25342,210299,0
,L0K2A0,Southern Ontario Library Service,Public or Union Library,0,0,575071,0,0,574417,31237,112,0,31349,32296,112,0,32408,8208,3,0,8211,8584,3,0,8587,25694,1476,2439,29609,27047,1478,2442,30967,85,3211,3342,3261,88,3396,10,10,0,0,57,57,16,0,0,16,2,0,2,0,35,0,0,0,1,0,0,1,2,28,0,0,2,10,10,1,1,0,2,0,0,0,0,0,0,0,12,1,1,Tay Twp,L0342,2022,1165,33932,511729,2427
,L0L2E0,Southern Ontario Library Service,Contracting Municipality,0,0,294338,0,0,294338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oro-Medonte Twp,L0252,2022,0,29702,264636,0
,L0L2J0,Southern Ontario Library Service,Contracting Municipality,0,0,188159,0,0,192688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tiny Twp,L0352,2022,0,37807,150352,0
,L0M1B1,Southern Ontario Library Service,Public or Union Library,27165,27165,902422,4417,4417,902422,33402,1251,48,34701,35502,1267,54,36823,4257,22,0,4279,4306,25,0,4331,25694,1476,2439,29609,27047,1478,2442,30967,85,3211,3342,3261,88,3396,0,0,0,0,80,91,7,4,0,11,2,0,2,0,35,1,1,2,0,1,18,2,0,0,1,3,3,32,32,1,1,2,1,0,0,0,0,0,50,12,34,1,1,Essa,L0387,2022,3559,25297,783274,18452
,L0M1S0,Southern Ontario Library Service,Public or Union Library,9252,9252,1166102,0,0,1166102,52446,967,0,53413,67410,967,0,68377,10633,0,0,10633,10633,0,0,10633,25694,1476,2439,29609,27047,1478,2442,30967,85,3211,3342,3261,88,4827,8588,8588,8641,8641,116,116,106671,89,271,107031,1,0,2,1,35,1,0,1,2,1,14,2,1,15,1,24,5,25,25,1,1,0,2,0,0,0,0,0,0,0,1,1,1,Clearview Twp,L0115,2022,1640,25803,1121202,6851
,L0N1G0,Southern Ontario Library Service,Contracting Municipality,0,0,34174,0,0,34174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Garafraxa Twp,L0146,2022,0,3193,30981,0
,L0R2A0,Southern Ontario Library Service,Public or Union Library,0,0,753918,75168,78168,801211,34698,123,10,34831,36470,124,10,36604,5087,1,22,5110,5153,1,22,5176,70755,890,138,71783,94886,912,202,96000,12,19030,19170,29603,12,29769,150,150,0,0,41,41,1,0,0,1,1,0,0,0,35,2,2,0,0,0,0,2,0,0,0,0,9,20,14,1,1,1,2,0,0,0,0,0,0,0,12,1,1,West Lincoln Twp,L0370,2022,1843,22920,720100,3575
,L0S1J0,Southern Ontario Library Service,Public or Union Library,27146,0,893110,85216,153896,999979,43091,284,58,43433,43457,284,58,43799,5686,28,101,5815,5686,28,101,5815,1182,0,0,1182,1182,0,0,1182,0,42,42,42,0,42,673,673,53729,53729,26,31,1,0,0,1,1,0,3,3,35,2,1,1,0,0,0,0,4,28,0,0,4,17,17,1,1,1,0,0,0,0,0,0,0,0,6,1,1,Niagara-on-the-Lake,L0223,2022,8394,25276,786278,9010
,L0S1V0,Southern Ontario Library Service,Public or Union Library,0,0,476617,0,0,476617,16556,18,0,16574,17224,20,0,17244,2800,0,0,2800,3015,0,0,3015,70755,890,202,71847,94886,912,138,95936,12,19030,19170,29603,12,29769,0,0,0,0,252,252,4,0,0,4,1,0,1,0,35,0,0,0,0,0,0,1,0,0,1,24,2,7,6,1,1,0,0,0,0,0,0,0,0,0,5,1,1,Wainfleet Twp,L0362,2022,2818,14956,452974,2267
