_id,A1.12 Postal Code,A1.3 Ontario Library Service (OLS) Region (English),A1.4 Type of Library Service (English),Soma de B2.4.1a  Total Project Grants,Soma de B2.4.1.99  Other Project Grant,Soma de B2.9  Total Operating Revenues,Soma de B3.3  Local,Soma de B3.5  Total Capital Revenues,Soma de B5.0  Total Operating Expenditures,Soma de C0.1.E  English Print Titles Held,Soma de C0.1.F  French Print Titles Held,Soma de C0.1.O  Other Print Titles Held,Soma de C0.1.T  Total Print Titles Held,Soma de C0.2.E  English Print Volumes Held,Soma de C0.2.F  French Print Volumes Held,Soma de C0.2.O  Other Print Volumes Held,Soma de C0.2.T  Total Print Volumes Held,Soma de C0.3.1.E  English CD and DVD Titles,Soma de C0.3.1.F  French CD and DVD Titles,Soma de C0.3.1.O  Other CD and DVD Titles,Soma de C0.3.1.T  Total CD and DVD Titles,Soma de C0.3.2.E  English CD and DVD Copies,Soma de C0.3.2.F  French CD and DVD Copies,Soma de C0.3.2.O  Other CD and DVD Copies,Soma de C0.3.2.T  Total CD and DVD Copies,C0.3.5.E  English E-Book Titles,C0.3.5.F  French E-Book Titles,C0.3.5.O  Other E-Book Titles,C0.3.5.T  Total E-Book Titles,C0.3.6.E  English E-Book Copies,C0.3.6.F  French E-Book Copies,C0.3.6.O  Other E-Book Copies,C0.3.6.T  Total E-Book Copies,C0.3.7.O  Other E-Audio Book Titles,C0.3.7.E  English E-Audio Book Titles,C0.3.7.T  Total E-Audio Book Titles,C0.3.8.E  English E-Audio Book Copies,C0.3.8.O  Other E-Audio Book Copies,C0.3.8.T  Total E-Audio Book Copies,Soma de C0.4.E  English Special Collections - Original Format,Soma de C0.4.T  Total Special Collections - Original Format,Soma de C0.5.E  English Special Collections - Digital Format,Soma de C0.5.T  Total Special Collections - Digital Format,Soma de C3.1.E  English Print Periodical Titles Held,Soma de C3.1.T  Total Print Periodical Titles Held,Soma de C3.2.0.E  English Databases and Database Subscriptions,Soma de C3.2.0.F  French Databases and Database Subscriptions,Soma de C3.2.0.O  Other Databases and Database Subscriptions,Soma de C3.2.0.T  Total Databases and Database Subscriptions,"Soma de C4.2  If yes, how many",Soma de C4.3.90  Other,"C5.1  If you provide e-learning services (e.g. Gale Courses, Learning express), please state how many:",Soma de C5.1.1.90  Other,Soma de D1.0.H  How many hours per week in your library constitute a full time position (must be at least 32.5 hours)?,Soma de D1.1.1.C  Librarians,Soma de D1.1.2.C  Library Technicians,Soma de D1.1.3.1.C  Other Specialized Professional Staff,Soma de D1.1.4.C  Other Staff,Soma de D1.2.1.C  Librarians,Soma de D1.2.1.H  Librarians,Soma de D1.2.2.C  Library Technicians,Soma de D1.2.3.1.C  Other Specialized Professional Staff,Soma de D1.2.3.1.H  Other Specialized Professional Staff,Soma de D1.2.3.C  EXCEL Graduates,Soma de D1.2.3.H  EXCEL Graduates,Soma de D1.2.4.C  Other Staff,Soma de E1.1  Total No. of Public Access Workstations available in your library,Soma de E1.1.1  Provide Internet access,Soma de E2.1.T  Does your library have an automated catalogue system?,Soma de E2.3.T  Does your library provide wireless Internet connection?,Soma de E2.5  If yes state how many:,Soma de E3.2.SPC  Branches open 12 hours per week or more,Soma de E3.3.SPC  Branches open less than 12 hours per week,Soma de E3.3.SPH  Branches open less than 12 hours per week,Soma de E3.4.SPC  Bookmobile stop locations,Soma de E3.4.SPH  Bookmobile stop locations,Soma de E3.6.SPC  No. of Bookmobiles owned by your library board,Soma de F2.307.Programs  Newcomer focus,"Soma de F2.308.Programs  Careers, job help / skills ",Soma de F2.319.Programs  Book Clubs,Soma de H1.3.1.T  Yes,Soma de H1.3.2.13  Facebook,Library Full Name,Library Number,Survey Year From,A1.14  No. of Active Library Cardholders,B2.1.4  Total Provincial Operating Funding,B2.2  Local Operating Funding (e.g. Municipality or Band local operating funding),"B2.6  Self Generated Revenue (e.g. fines, fees, sales/fundraising, room rentals, cafe revenue, etc.)"
14,K0L2V0,Southern Ontario Library Service,Public or Union Library,4328,4328,160420,0,0,150390,13566,15,0,13581,14355,15,0,14370,1696,0,0,1696,1722,0,0,1722,,,,,,,,,,,,,,,0,0,0,0,14,14,5,0,0,5,0,0,,0,32.5,0,0,0,0,0,0,0,0,0,1,15,2,8,8,1,1,0,0,1,11,0,0,0,0,0,8,1,1,Asphodel-Norwood,L0016,2019,606,8593,138761,5753
14,K0L2V0,Southern Ontario Library Service,Public or Union Library,7082,7082,162877,0,0,149483,14285,16,0,14301,15104,16,0,15120,1786,0,0,1786,1817,0,0,1817,74568,550,132,75250,86985,550,175,87710,9,18537,18616,23526,39,23638,0,0,0,0,16,16,4,0,0,4,0,0,,0,32.5,0,0,0,0,0,0,0,0,0,1,15,2,8,8,1,1,1,0,1,11,0,0,0,0,0,6,1,1,Asphodel-Norwood,L0016,2020,565,8593,144127,1881
14,K0L2V0,Southern Ontario Library Service,Public or Union Library,4000,4000,161864,0,0,175256,14810,17,0,14827,15645,17,0,15662,1777,0,0,1777,1809,0,0,1809,74834,814,109,75757,87127,814,109,88050,7,19650,19731,25671,7,25755,0,0,0,0,21,21,4,0,0,4,0,0,,0,,0,0,0,0,0,0,0,0,0,1,16,2,,3,1,1,1,0,1,11,0,0,0,0,,10,1,1,Asphodel-Norwood,L0016,2021,636,8593,,
15,P0P1N0,Ontario Library Service - North,Public or Union Library,1680,0,47417,0,0,46783,12537,0,0,12537,12537,0,0,12537,1190,0,0,1190,1190,0,0,1190,,,,,,,,,,,,,,,0,0,0,0,14,14,0,0,0,0,0,0,,0,35.5,0,0,0,0,0,0,0,0,0,1,26,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Assiginack Twp,L0017,2019,759,3483,41685,0
15,P0P1N0,Ontario Library Service - North,Public or Union Library,0,0,45605,0,0,43888,11023,0,0,11023,11023,0,0,11023,1187,0,0,1187,1187,0,0,1187,74568,550,132,75250,86985,550,175,87710,9,18537,18616,23526,39,23638,0,0,0,0,14,14,0,0,0,0,0,0,,0,35.5,0,0,0,0,0,0,0,0,0,1,26,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Assiginack Twp,L0017,2020,643,3483,41685,0
15,P0P1N0,Ontario Library Service - North,Public or Union Library,0,0,45353,0,0,48699,11610,0,0,11610,11610,0,0,11610,1225,0,0,1225,1225,0,0,1225,74834,814,109,75757,87127,814,109,88050,7,19650,19731,25671,7,25755,0,0,0,0,3,3,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,1,26,0,,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,Assiginack Twp,L0017,2021,655,3483,,
16,K0E1B0,Southern Ontario Library Service,Public or Union Library,0,0,51667,0,0,51876,8446,72,0,8518,8460,72,0,8532,358,0,0,358,358,0,0,358,,,,,,,,,,,,,,,0,0,0,0,16,16,15,0,0,15,0,0,,0,35,0,0,0,0,0,0,0,0,0,1,15,1,5,5,1,1,0,0,0,0,0,0,0,0,0,11,1,1,Athens Twp,L0018,2019,412,6830,36802,5870
16,K0E1B0,Southern Ontario Library Service,Public or Union Library,4488,4488,51398,0,0,50273,7527,82,0,7609,7565,82,0,7647,503,0,0,503,506,0,0,506,74568,550,132,75250,86985,550,175,87710,9,18537,18616,23526,39,23638,0,0,0,0,16,16,12,0,0,12,0,0,,0,35,0,0,0,0,0,0,0,0,0,1,17,1,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,1,Athens Twp,L0018,2020,356,6830,36065,1823
16,K0E1B0,Southern Ontario Library Service,Public or Union Library,250,250,53345,0,0,55206,8486,87,0,8573,8498,87,0,8585,510,0,0,510,510,0,0,510,74834,814,109,75757,87127,814,109,88050,7,19650,19731,25671,7,25755,0,0,0,0,16,16,5,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,0,2,29,0,,5,1,1,0,0,0,0,0,0,0,0,,5,1,1,Athens Twp,L0018,2021,290,6830,,
17,P0M2M0,Ontario Library Service - North,First Nations Library,0,0,14002,0,0,36301,1500,0,0,1500,1500,0,0,1500,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Atikameksheng Anishnawbek Band No. 6 FN,L0424,2019,500,14002,0,0
17,P0M2M0,Ontario Library Service - North,First Nations Library,0,0,14002,0,0,39681,20,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Atikameksheng Anishnawbek Band No. 6 FN,L0424,2020,500,14002,0,0
17,P0M2M0,Ontario Library Service - North,First Nations Library,0,0,14002,0,0,313700,20,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,Atikameksheng Anishnawbek Band No. 6 FN,L0424,2021,500,14002,,
18,P0T1C0,Ontario Library Service - North,Public or Union Library,11267,7609,285602,0,0,274602,32572,217,0,32789,33093,218,0,33311,2202,4,0,2206,2209,4,0,2213,,,,,,,,,,,,,,,1334,1334,0,0,1288,1288,4,1,1,6,0,0,,0,35.5,1,0,0,0,0,0,0,1,25,1,25,2,7,7,1,1,0,0,0,0,0,0,0,0,0,1,1,1,Atikokan,L0011,2019,1283,10452,253777,7703
18,P0T1C0,Ontario Library Service - North,Public or Union Library,24634,17115,40736,0,0,273021,27010,208,0,27218,27010,208,0,27218,1479,3,0,1482,1479,3,0,1482,74568,550,132,75250,86895,550,175,87620,9,18537,18616,23526,39,23638,1334,1334,0,0,55,55,2,2,2,6,0,0,,0,35,1,0,0,0,0,0,0,1,25,1,25,2,7,7,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Atikokan,L0011,2020,2382,10452,0,4630
18,P0T1C0,Ontario Library Service - North,Public or Union Library,14400,6619,306564,12000,12000,279384,27345,208,0,27553,27345,208,0,27553,1586,3,0,1589,1592,3,0,1595,74834,814,109,75757,87127,814,109,88050,7,19650,19731,25671,7,25755,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,0,0,0,0,0,0,1,25,1,20,2,,7,1,1,0,0,0,0,0,0,0,0,,0,1,1,Atikokan,L0011,2021,1865,10452,,
19,K6V5T2,Southern Ontario Library Service,Public or Union Library,0,0,144972,0,0,132160,19593,295,0,19888,19614,295,0,19909,1818,2,3,1823,1818,2,3,1823,,,,,,,,,,,,,,,37,37,37,37,33,33,10,9,8,27,0,0,,0,35,0,0,0,0,0,0,0,0,0,2,40,1,7,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Augusta Twp,L0010,2019,2544,13297,124088,5450
19,K6V5T2,Southern Ontario Library Service,Public or Union Library,0,0,137511,0,0,127636,18686,296,0,18982,18689,296,0,18985,1305,2,3,1310,1305,2,3,1310,74568,550,132,75250,86985,550,175,87710,9,18537,18616,23526,39,23638,37,37,37,37,33,33,6,0,0,6,0,0,,0,35,0,0,0,0,0,0,0,0,0,2,40,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Augusta Twp,L0010,2020,1728,13297,121986,912
19,K6V5T2,Southern Ontario Library Service,Public or Union Library,1500,1500,144760,0,0,143039,19630,290,0,19920,19637,290,0,19927,1107,0,0,1107,1107,0,0,1107,74834,814,109,75757,87127,814,109,88050,7,19650,19731,25671,7,25755,37,37,37,37,34,34,6,0,0,6,0,0,,0,,0,0,0,0,0,0,0,0,0,2,40,1,,5,1,1,0,0,0,0,0,0,0,0,,0,1,1,Augusta Twp,L0010,2021,1778,13297,,
20,P0P1K0,Ontario Library Service - North,First Nations Library,0,0,13873,0,0,33268,998,0,0,998,1136,0,0,1136,2,0,0,2,2,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,0,35,1,0,0,0,1,20,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Aundeck-Omni-Kaning FN,L1035,2019,41,13873,0,0
20,P0P1K0,Ontario Library Service - North,First Nations Library,0,0,13873,0,0,28911,1014,0,0,1014,1136,0,0,1136,0,0,0,0,0,0,0,0,82191,619,41,82851,147261,630,59,147950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,35,1,0,0,0,1,20,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Aundeck-Omni-Kaning FN,L1035,2020,41,13873,0,0
20,P0P1K0,Ontario Library Service - North,First Nations Library,0,0,13873,0,0,31121,1014,0,0,1014,1136,0,0,1136,0,0,0,0,0,0,0,0,82191,619,41,82851,147261,630,59,147950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,,1,0,0,0,1,20,0,0,0,0,0,0,,4,1,1,0,0,0,0,0,0,0,0,,0,1,1,Aundeck-Omni-Kaning FN,L1035,2021,14,13873,,
21,L4G1M1,Southern Ontario Library Service,Public or Union Library,0,0,3911984,1163000,1163000,3911983,101706,4504,1656,107866,115484,4703,2163,122350,12985,160,445,13590,14870,167,448,15485,,,,,,,,,,,,,,,0,0,0,0,186,192,52,2,2,56,10,7,,0,35,6,11,0,8,0,0,0,0,0,0,0,10,54,28,1,1,3,0,0,0,0,0,0,136,48,50,1,1,Aurora,L0033,2019,30625,45422,3751634,98488
21,L4G1M1,Southern Ontario Library Service,Public or Union Library,0,0,3755988,0,0,3690355,108953,4573,2547,116073,123482,4786,3051,131319,14275,159,475,14909,15435,167,478,16080,83150,2446,1918,87514,89071,2446,1918,93435,0,5437,5437,5439,0,5439,0,0,1,1,143,149,56,1,1,58,8,5,,2,,6,6,0,7,0,0,13,0,0,0,0,0,,27,1,1,4,0,0,0,0,0,1,35,,44,1,1,Aurora,L0033,2021,25923,45422,,
21,L4G1M1,Southern Ontario Library Service,Public or Union Library,0,0,3322749,285000,285000,3322749,105855,4543,2279,112677,119959,4770,2780,127509,13677,167,460,14304,15839,167,463,16469,95277,2240,1934,99451,108312,2243,1934,112489,0,13243,13243,13354,0,13354,0,0,0,0,156,164,51,1,1,53,8,5,,1,35,6,6,6,0,0,0,13,0,0,0,0,0,46,20,1,1,3,0,0,0,0,0,0,31,20,28,1,1,Aurora,L0033,2020,28743,45422,3245386,21014
22,P6A5K7,Ontario Library Service - North,Contracting LSB,0,0,3264,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aweres LSB,L0488,2019,0,3264,0,0
22,P6A5K7,Ontario Library Service - North,Contracting LSB,0,0,3264,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aweres LSB,L0488,2020,0,3264,0,0
22,P6A5K7,Ontario Library Service - North,Contracting LSB,0,0,3264,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Aweres LSB,L0488,2021,0,3264,,
23,P0P1M0,Ontario Library Service - North,Contracting Municipality,0,0,1694,0,0,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baldwin Twp,L0061,2019,0,1694,0,0
23,P0P1M0,Ontario Library Service - North,Contracting Municipality,0,0,1694,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baldwin Twp,L0061,2020,0,1694,0,0
23,P0P1M0,Ontario Library Service - North,Contracting Municipality,0,0,1694,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Baldwin Twp,L0061,2021,0,1694,,
24,K0L1C0,Southern Ontario Library Service,Public or Union Library,0,0,226657,0,0,212272,17533,0,0,17533,17818,0,0,17818,1282,0,0,1282,1282,0,0,1282,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,4,0,0,,0,32.5,0,0,0,0,0,0,0,3,53,1,25,0,6,6,1,1,0,0,0,0,0,0,0,0,0,1,1,1,Bancroft Town,L0062,2019,1429,8867,149560,31567
24,K0L1C0,Southern Ontario Library Service,Public or Union Library,20415,16757,216745,0,0,194679,16989,0,0,16989,17102,0,0,17102,1127,0,0,1127,1127,0,0,1127,74568,550,132,75250,86985,550,175,87710,9,18537,18616,23526,39,23638,0,0,0,0,12,12,0,0,0,0,0,0,,0,32.5,0,0,0,0,0,0,0,3,57,1,25,0,4,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,Bancroft Town,L0062,2020,1377,8867,142655,1697
24,K0L1C0,Southern Ontario Library Service,Public or Union Library,9466,5743,202998,1259,1259,191559,16897,0,0,16897,17034,0,0,17034,1115,0,0,1115,1115,0,0,1115,74834,814,109,75757,87127,814,109,88050,7,19650,19731,25671,7,25755,0,0,0,0,12,12,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,3,57,1,25,0,,3,1,1,0,0,0,0,0,0,0,0,,1,1,1,Bancroft Town,L0062,2021,1439,8867,,
25,L4N0C2,Southern Ontario Library Service,Public or Union Library,1171,1171,8943020,0,0,8112514,130128,9242,3403,142773,169552,12006,3634,185192,28108,820,1952,30880,41050,953,2070,44073,,,,,,,,,,,,,,,0,0,0,0,206,231,25,2,0,27,4,2,,2,35,12,3,11,16,0,0,8,0,0,0,0,43,92,77,1,1,5,1,0,0,0,0,0,75,14,156,1,1,Barrie,L0043,2019,37425,271808,8007596,259320
25,L4N0C2,Southern Ontario Library Service,Public or Union Library,403,403,8878557,0,0,9527220,118997,7897,2884,129778,150655,9808,2995,163458,26486,748,1886,29120,35938,841,1972,38751,14765,7589,9,22363,17237,8195,9,25441,0,4349,4767,5015,0,5435,0,0,0,0,182,207,23,1,0,24,6,3,,1,35,13,0,12,13,0,0,4,0,0,0,0,8,69,61,1,1,4,1,0,0,0,0,0,100,9,56,1,1,Barrie,L0043,2020,36402,271808,8307148,55171
25,L4N0C2,Southern Ontario Library Service,Public or Union Library,45140,45140,9896492,0,0,8461466,125532,8417,3222,137171,152778,10504,3234,166516,25583,730,1707,28020,32625,751,1712,35088,27049,8455,0,35504,29766,9734,0,39500,0,6968,7590,8138,0,8807,0,0,0,0,174,182,26,0,0,26,7,3,,3,,13,3,12,11,1,24,8,0,0,0,0,10,,61,1,1,3,1,0,0,0,0,0,62,,112,1,1,Barrie,L0043,2021,28557,271808,,
26,L9M0A9,Southern Ontario Library Service,First Nations Library,0,0,51697,0,0,51697,6523,0,365,6888,7037,0,365,7402,947,0,0,947,947,0,0,947,,,,,,,,,,,,,,,0,0,0,0,155,155,0,0,0,0,0,0,,0,35,1,0,0,0,0,0,0,0,0,0,0,1,8,8,1,1,1,0,0,0,0,0,0,0,0,0,1,1,Beausoleil First Nation Public Library,L0393,2019,377,15164,34133,0
26,L9M0A9,Southern Ontario Library Service,First Nations Library,0,0,64122,0,0,64122,6523,0,365,6888,7037,0,365,7402,947,0,0,947,947,0,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,,0,35,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,1,0,0,0,0,0,0,0,0,0,1,1,Beausoleil First Nation Public Library,L0393,2020,370,15164,44220,0
26,L9M0A9,Southern Ontario Library Service,First Nations Library,0,0,103148,0,0,103148,6523,0,365,6888,7037,0,365,7402,947,0,0,947,947,0,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,8,1,1,1,0,0,0,0,0,0,0,,0,1,1,Beausoleil First Nation Public Library,L0393,2021,200,15164,,
27,K7C3P2,Southern Ontario Library Service,Contracting Municipality,0,0,129442,0,0,129442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beckwith Twp,L0035,2019,0,9425,120017,0
27,K7C3P2,Southern Ontario Library Service,Contracting Municipality,0,0,129494,0,0,129494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beckwith Twp,L0035,2020,0,9425,120069,0
27,K7C3P2,Southern Ontario Library Service,Contracting Municipality,0,0,134997,0,0,134997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Beckwith Twp,L0035,2021,0,9425,,
28,K8N3B1,Southern Ontario Library Service,Public or Union Library,94846,93218,2518635,17506,17506,2449756,61686,1229,388,63303,77108,1536,485,79129,8769,0,0,8769,10962,0,0,10962,,,,,,,,,,,,,,,0,0,10219,10219,77,78,5,0,0,5,2,1,,0,35,6,8,1,4,0,0,11,1,21,0,0,12,23,20,1,1,2,0,0,0,0,0,0,0,0,20,1,1,Belleville,L0081,2019,21058,84357,2145500,65480
28,K8N3B1,Southern Ontario Library Service,Public or Union Library,0,0,2411705,0,0,2378006,60482,1269,600,62351,75602,1586,750,77938,8660,0,0,8660,10824,0,0,10824,74568,550,132,75250,87385,550,175,88110,9,18537,18616,23526,39,23638,38,38,13740,13740,67,68,5,0,0,5,4,2,,0,35,6,10,1,2,0,0,11,1,21,0,0,4,23,20,1,1,2,0,0,0,0,0,0,0,0,17,1,1,Belleville,L0081,2020,21741,84357,2189000,19349
28,K8N3B1,Southern Ontario Library Service,Public or Union Library,2000,2000,2543467,0,0,2539674,60954,1446,435,62835,76192,1808,544,78544,8143,0,0,8143,10179,0,0,10179,74834,814,109,75757,87627,814,109,88550,7,19650,19731,25671,7,25755,868,868,14733,14733,62,63,4,0,0,4,5,1,,0,,6,10,2,2,0,0,16,0,0,0,0,4,,20,1,1,2,0,0,0,0,0,0,0,,26,1,1,Belleville,L0081,2021,19735,84357,,
29,P0W1J0,Ontario Library Service - North,First Nations Library,0,0,13758,0,0,7500,9200,0,0,9200,9200,0,0,9200,30,0,0,30,30,0,0,30,,,,,,,,,,,,,,,230,230,0,0,0,0,0,0,0,0,0,0,,0,35,1,0,0,6,1,34,0,0,0,0,0,0,7,7,1,1,0,1,0,0,0,0,0,0,1,0,1,1,Big Grassy FN,L0394,2019,260,13758,0,0
29,P0W1J0,Ontario Library Service - North,First Nations Library,0,0,13758,0,0,13758,9200,0,0,9200,9200,0,0,9200,30,0,0,30,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,230,0,0,0,0,0,0,0,0,0,0,,0,32.5,1,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Big Grassy FN,L0394,2020,260,13758,0,0
29,P0W1J0,Ontario Library Service - North,First Nations Library,0,0,13758,0,0,13107,9200,0,20,9220,9200,0,20,9220,30,0,0,30,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,230,0,0,0,0,0,0,0,0,0,0,,0,,1,0,0,0,0,0,0,0,0,0,0,0,,7,1,1,0,0,0,0,0,0,0,0,,0,1,1,Big Grassy FN,L0394,2021,260,13758,,
30,P0T1R0,Ontario Library Service - North,First Nations Library,0,0,14249,0,0,14249,1300,0,36,1336,1300,0,36,1336,24,0,5,29,24,0,5,29,,,,,,,,,,,,,,,0,0,0,0,8,8,0,0,0,0,0,0,,0,35,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Biigtigong Nishnaabeg,L0456,2019,85,14249,0,0
30,P0T1R0,Ontario Library Service - North,First Nations Library,0,0,14249,0,0,14249,1850,0,42,1892,1850,0,42,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,35,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biigtigong Nishnaabeg,L0456,2020,60,14249,0,0
30,P0T1R0,Ontario Library Service - North,First Nations Library,0,0,14249,0,0,14333,1460,0,36,1496,1460,0,36,1496,24,0,5,29,24,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,35,0,0,0,0,0,0,0,0,,4,0,1,0,0,0,0,0,0,0,0,,0,1,1,Biigtigong Nishnaabeg,L0456,2021,65,14249,,
31,P0P1J0,Ontario Library Service - North,Public or Union Library,0,0,28097,0,0,28080,6187,0,0,6187,6187,0,0,6187,947,0,0,947,947,0,0,947,,,,,,,,,,,,,,,0,0,0,0,388,388,0,0,0,0,0,0,,0,32.5,0,0,0,0,0,0,0,1,14,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Billings Twp,L0082,2019,252,3137,20000,2816
31,P0P1J0,Ontario Library Service - North,Public or Union Library,0,0,23137,0,0,23343,6244,0,0,6244,6244,0,0,6244,920,0,0,920,920,0,0,920,74568,550,132,75250,86985,550,175,87710,9,18537,18616,23526,39,23638,190,190,0,0,0,0,0,0,0,0,0,0,,0,32.5,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Billings Twp,L0082,2020,226,3137,20000,0
31,P0P1J0,Ontario Library Service - North,Public or Union Library,0,0,30369,0,0,25548,6494,0,0,6494,6494,0,0,6494,1024,0,0,1024,1024,0,0,1024,74834,814,109,75757,87127,814,109,88050,7,19650,19731,25671,7,25755,116,116,0,0,425,425,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,2,,2,1,1,0,0,0,0,0,0,0,0,,0,1,1,Billings Twp,L0082,2021,200,3137,,
32,N8A4K9,Southern Ontario Library Service,First Nations Library,0,0,101990,0,0,101990,12340,0,0,12340,12340,0,0,12340,748,0,0,748,748,0,0,748,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,3,0,0,,1,35,1,0,0,0,0,0,0,0,0,0,0,3,11,11,1,1,0,0,0,0,0,0,0,0,6,0,1,1,Bkejwanong FN,L0462,2019,657,17998,73167,10625
